query_id,query,product_id,user_id,ori_rating,ori_review
1550,"I'm looking for a hairpiece that will make my frontal wig fuller. It would be great if the hair doesn't shed, feels soft and looks natural.",B0BLZN982G,AGHFYINORIZ2TJJ7SGKGJVLCBXJQ,5,Very nice hair I used this hair piece to make my frontal wig fuller.  It worked perfectly.  The hair doesnt shed at all.  Its soft and natural
1656,I'm looking for a product that works great and has the ability to adjust the heat setting for different plastic thicknesses.,B08DG32RMP,AE6VH2WTBEZ6OCC6SVKN36WEJHHA,5,"Works great I really like this product, it works really well.  Make sure you set the heat setting correctly for the thickness of plastic."
1796,I need to find a part that is perfect and has an excellent price. It should be in stock and be much cheaper than what Whirlpool is asking for. I'm curious to see how long it will last.,B08DMVK9H8,AGAC2Z24IWH5DZ3KCIVKSBDH4QDQ,5,Perfect Part and Excellent Price Supplier had the part in stock at a fraction of the cost from what Whirlpool was asking.  What remains to be seen is how long it will last.
1805,I'm looking for a hinge that fits perfectly in my LG washer. It's the second time I need to replace it in the past 5 or 6 years. I'm hoping to find something that can extend the life of my 13-year-old washer.,B00M108T5A,AG7N6LYBQXNFMJSRKWWY6D3CJOGQ,5,fit perfectly in my lg washer Second time we replaced the hinge in 5 or 6 years. extended the life of my 13 year old washer.
2031,I need to find a product that is the same as my original part but at a better value. It should cost about 50% less.,B0B4NQ3BM3,AF5GOEJLG5PDVE6S4A7BW52XWDVA,5,Same part at a better value than original. This was an exact match to my original part but about 50% less cost.
2135,"I'm looking for a well-made cap that has a high-quality fastener clasp. I want something that fits great, is lightweight, and can accommodate a larger head size. The cap should be stylish and suitable for wearing during my weekly outings at the club.",B0B7QGPR5T,AGBH7IST5JMKPQJT4NWZ252TIYWQ,5,"PXG Clubs are not the only product that is well-made. Take a look at the fastener clasp on this cap. That's not a cheap Velcro fastener like you get on most caps, this fastener shows PXG put some thought in the quality. The cap fits great, it's lightweight, and I have a head the size of a basketball and it's hard to find quality caps to fit my melon! Great stylish PXG product and I look forward to wearing it during my weekly shootouts at the club."
2298,I am looking for a compact dishwasher that is perfect in terms of performance. It should have an A++ rating and come with an extended warranty option. I want to buy this product.,B09QC9947J,AFVAHLHEIZNWYS72WFWEPQJAA2JA,5,A++ Awesomeness all the way. Perfect compact dishwasher. I used it once so far. I purchased the extended warranty as well.
2635,"I need to get my dryer to work again. It should be an easy fix. I just need to figure out which wire connector is not needed for my model. So far, everything seems to be going well.",B07JJLTZYR,AHHIWLXC3IVKUWSR6UR7IXKI4OTA,5,Got my dryer up and running. Easy fix! Easy fix. One of the wire connectors wasn’t needed for my style so I assume it works on other models. So far so good.
2945,I need to find a hinge for my washer that is sturdier and of good quality. It would be great if it comes with a 3 year guarantee and is easy to install.,B0BGHW3N6M,AHLONFWWOURBMJO2NXF2M7E5MEMQ,5,"3 year guarantee My 4th hinge for my washer, looks a lot sturdier than the others, worth paying the extra few cents to get a good quality product, comes with a 3 year guarantee which is nice.  Very easy to install"
3032,I am looking for a necklace that is of great quality and receives compliments. I want it to lay nicely and be the perfect length. I also want it to have a pretty color.,B01IFWU1UI,AFSDDNVFML3T7OOWLT6TSO2LQ3YQ,5,"But It Great quality.<br />I receive several compliments on this each time I wear it.  The necklace lays nicely, ( perfect length) and the color is pretty. This is my favorite necklace!"
3033,I need a product that can be delivered quickly and keep things cold. It would be great if it also comes with an egg holder and ice tray. I highly recommend it.,B09SNVLH2V,AG36JHKPDIO7HKAH25Y2BSGYFCSA,5,Awesome It got here before expected delivery and got cold really fast also came with an egg holder and ice tray over all awesome product definitely recommend
3232,I am looking for hair products that are of great quality and can help improve manageability.,B07VMGV3SK,AG3LMEH7KPZE5IKV7SHXBHDAXO4Q,5,Great Quality products! I like using  good quality hair products. They make your hair better to manage.
3812,I need a product that works well with a humidifier and helps maintain accurate settings.,B098N5LH76,AGUASSW4LMEWKLAYLM77GL5PVKEA,5,Perfect accuracy These are great to have in conjunction with a humidifier. Keeps all settings on track.
4227,"I'm looking for a product that has great reviews and is easy to use. It should display the temperature in degrees, not minutes. I want something that allows me to set the desired temperature.",B0C5MF7JRS,AFV3AJJID557Y4LGXJXFD2FYLBTA,5,Nada mas que agregar 👏🏼 Ya los comentarios lo dicen todo lo unico que puedo decir es que no se confudan cuando la prenden eso numero que ven es de los grados no minutos los minutos lo tienes que tomar tu mas oh menos cuanto le quieres dar esta muy buena
4273,"I am looking for a product that works great for natural curls. I want something that can reduce frizz and is suitable for wavy hair. It would be great if the product has a fine mesh that allows for fast drying. I think a diffuser without fingers would be perfect for me, but it might not be suitable for those with thicker hair. Overall, I highly recommend this product for natural curls.",B00K7J4S6G,AHPSEHAIFSPE2DIVR4BOEESBRUHQ,5,"Works great I had a longtime hairstylist tell me about this product. She said because my hair was naturally on the wavy side, I didn't need the diffuser with the fingers. I definitely see less frizz. The mesh is so fine that I expected it wouldn't dry as fast but was quickly mistaken. I  would think people with thicker hair would probably need to stick to the diffusers with the fingers, otherwise I highly recommend this one for natural curls."
4325,I need to find a replacement part for my dryer that is quick and easy to install. I want to receive it within a day and be able to install it in a minute.,B0BWCTGXFT,AGJ4OSKRXUVERNLW7DDWAXREOXNQ,5,Quick & easy Got the part in a day<br />Installed in a minute.<br />The dryer breaking down was the easiest part of the day. Go figure.
4388,I'm looking for a product that is fairly easy to install and works great. It should be an OEM and must be recommended by an appliance repair company.,B00DM8M9OC,AEEFIMFL7LEVBUKCMSSXSKAOEXMA,5,"Fairly easy to install, working as it should. Product works great at this point. This is an OEM, which was strongly recommended by appliance repair company."
4554,I need to buy a trucker's hat that has a safety light and pairs easily with a phone.,B0BK9PCFR6,AHAVHSXUOUSTA5OX6UL2DOOO64YQ,5,A trucker's hat I bought this for my husband who drives a big truck.  I thought this would be good if he broke down and needed a safety light or for going into a truck stop late at night.  He says it works well and the sound is fine.  It paired easily with his phone.
5066,"I am looking for my favorite bra. I am 5'1, 130 pounds, and have most of my weight in my midsection and chest. Since I am apple shaped, it's been hard for me to find wired bras that are comfortable after breastfeeding. Most wire-free bras don't offer enough support for my larger chest (36DD). I need a bra with thick straps to prevent shoulder digging. It's important that the bra can withstand washing (hang dry). I don't need the included extender, and I might have been able to size down if that was an option.",B0BB6WS8ZP,AESH4UBOA6VWZ36CIYMP4JVYPOLA,5,"My favorite bra For reference, I am 5'1, 130 pounds. I carry most of my weight in my midsection and chest because I am apple shaped. Once I stopped breast feeding, I had the most difficult time going back to wearing wired bras. However most wire free bras do not provide enough support for my larger chest (36DD). This bra has nice thick straps to prevent shoulder digging. The bra has held up well in the wash (hang dry). There is an included extender, but I do not need it. I probably could have sized down if it was an option."
5564,"I need a product to efficiently organize and access eggs in my fridge. Most products only offer basic organization and require you to take out the entire container to use the eggs. I want something that not only organizes the eggs without breakage but also allows me to easily remove the eggs I need without taking out the whole piece from the fridge. It should have a space-saving design that allows me to place other items on top without worrying about damaging the eggs. This solution will transform the way I store and access my eggs, making my fridge tidy and giving me effortless access to the eggs I need for cooking or baking. I highly recommend this egg organizer to anyone in need of a practical and efficient solution for fridge organization, as it keeps eggs safe and secure and offers easy access without the hassle of traditional storage methods.",B0B7MRZZ2B,AHIJHSW6FCTEJSTNXRAHP6HMY2MQ,5,"Effortless Egg Access and Protection! I was in search of a product to organize eggs in the fridge, but most of them only offered basic organization. When it came to actually using the eggs, you had to take out the entire container and then put it back again. What I loved most about this product is that it not only organizes the eggs without any risk of breakage, but it also allows you to easily remove the eggs you need without having to remove the entire piece from the fridge.<br /><br />One of the standout features is its space-saving design. If you have enough room, you can even place other items on top of it without worrying about damaging the eggs. This adds an extra level of convenience and efficiency to your fridge organization.<br /><br />I must say, this product has truly transformed the way I store and access my eggs. No more clumsy handling or the fear of accidentally dropping and wasting eggs. With this solution, my fridge stays tidy and I can effortlessly grab the eggs I need for cooking or baking.<br /><br />Overall, I highly recommend this egg organizer to anyone looking for a practical and efficient solution for fridge organization. It not only keeps your eggs safe and secure but also offers the added convenience of easy access. Say goodbye to the hassle of traditional egg storage methods and enjoy a more streamlined and enjoyable cooking experience!"
5565,I need to find a product that can be easily installed in my old refrigerator and fits perfectly.,B01GXOTETE,AELJSO4JRT3QBW2XMX4GWVTOY4WQ,5,"Fantastic This has worked perfectly since I installed it in my 10+ year old refrigerator. It was very easy to install, a 10 minute job, and it fits just like it was custom made for my refrigerator."
5646,"I need an ice machine that can produce a lot of ice. It should also be quieter than the one I had before, as that one made a lot of noise when it dropped the ice in the basket.",B0C3C5P3DB,AHA3HZXTDMLRXRUHF2ZITHMIMIKQ,5,Makes PLENTY of ice Makes a lot of ice. Quieter than the last ice machine I purchased. Last machine (different brand) sounded like it hit an iceberg whenever it dropped the ice in the basket.
5775,"I need an ice maker that is pricey but worth it for my big family. I want it to make ice quickly and have a classy appearance that fits well in my kitchen. I prefer one that produces ice that is nice in form. Noise should be barely audible, and I want the option to unplug and clean it thoroughly.",B09MVV717N,AEH3T2R7B4AXOODV3XTAMU4YOFJA,5,"love the ice maker pricey but well worth it for us family , ice is so nice form and quick to make , classy looking ice maker it fits to our lovely kitchen. noise u can barely hear , after we have enough ice we unplug and clean it well . coz its a pricey investment . again well worth it for our big family ."
6023,"I need an ice maker for my bar that is cool and sleek. It should be easy to use and produce great results. Also, it should have a great appearance.",B09WV5TT98,AHE2OM5UGV6SO2GABSAXFRNAUJHA,5,Great addition to any bar! This is the coolest sleekest ice maker! So easy to use with great results exactly as it should work. It also looks great!
6237,I want to find a dishwasher connector that is great and can be used with any dishwasher. It should be easy to install and not cause any leaks. I want to be very satisfied with my purchase.,B076FY4R74,AFZD3KOJWIQ4BQD2FVRZGKCOWQYA,5,Great Everything you need to connect probably any dishwasher. After install no leaks. Very satisfied with it.
6345,"""I'm looking for a product that works great, but I don't want it to arrive slightly bent. It's important for me that the vent suctions well and has bright lights. However, I prefer a touch screen that is always very receptive and doesn't require me to power it on before clicking the light """"on.""""""",B0B3DZQD7S,AHEZUTQEZJYUKZDCI4FKGOGGCQPA,5,"Arrived slightly bent, but works great. As my title explains, the hood was slightly bent, but it wasn’t noticeable until the unit was installed, and we went to put tile under it. When you use a level at the font, it is perfectly level, but the back near the wall is not. We need to slightly slant, so the gap isn’t as noticeable on the right hand where the tile meets hood. Other than that, the vent suctions very well and the lights are bright. The touch screen is not always very receptive, and it’s odd, you have to power it on before clicking the light “on.”"
6729,"I need a perfect replacement for my Samsung front load washer. The original one broke, but luckily I found a replacement that works well. It was easy to install, taking only about a minute. I used a set of needle nose vice grips to expand the spring. The difficulty level was very low, probably a 1 out of 10. I highly recommend this replacement.",B08Q7QRWVY,AFCN5YUDRLMQOVT7EOZ35UOUOEHQ,5,"Perfect Replacement for Samsung Washer This is a perfect replacement on my Samsung Front Load Washer Model #WF50K&500AV/A2.  Original had broken and found this replacement and all is well!  Took about 1 min to replace, I used a set of needle nose vice grips to lock onto and expand the spring.  Difficulty 1-10, easily a 1.  Highly recommended."
7300,I am looking for a replacement product that has a great price and good quality. I want to be happy with my purchase.,B0BN5DW6RF,AEHQRNKATHA7BDHTNFUDVNO4VJWQ,5,Best Price & Quality Replacement Great price and seems like a quality replacement. Very happy with purchase.
7329,"I need a vent that has a perfect lining and is easy to install. I had a previous vent that tore apart easily, so I want one that is durable. It would be great if I can bend it to fit my specific needs. The clasps should be easy to tighten, and I prefer to slide it on first and then tighten it around the dryer or wall vents.",B09MVFPG4D,AHBVMDWR3SR3XK4ZNDZGU2HVINZA,5,"Easy easy easy The lining for this was perfect. I had a cheap foil vent before and it tore apart so easily. This new vent is longer than what I needed, but easily bended where I needed. The clasps were easy to tighten. I recommend to slide that on first then slide around dryer/wall vents to tighten around."
7374,"I am looking for a heating element that is compatible with my dryer. I found a helpful video on YouTube that showed me how to change the heating element on my exact dryer model. I am not sure about the longevity of the product, but I installed it successfully and it is currently working.",B07R4RHC4H,AE35XL25ZSX2AIR47RBB6Q4NYPEA,5,"Just what I needed I am an individual with no mechanical skills but I found a video on youtube with my exact dryer model and how to change the heating element. This worked for my dryer. I can't speak to longevity yet, but I was able to install it and it is working!"
7531,I want a product that is very easy to use and has a sturdy handle. I would repurchase it without a doubt.,B0919DS3JN,AGZWD5S7YWATOCE65QEGR5VPZTAQ,5,worth it! loved this product! it’s very easy to use and the handle is very sturdy. I would definitely repurchase!
7577,"I am looking for an ice maker that is easy to install, quiet, and can make small cubes of ice. It should be a great addition to our home since our fridge doesn't have an ice maker and the trays take up a lot of space in the freezer. I want something that can stand on the floor without taking up too much room. It would be perfect for having plenty of ice on hand, especially during the summer for ourselves and our guests!",B0C8JVGC91,AEADTCGOOOIFP5GDQFVDN6XUAI6Q,5,"Nice ice maker [[VIDEOID:868d852ea153349f3e669888943ad30f]] Great little ice maker. It was easy to install, is quiet, and makes nice little cubes of ice. A great addition to our home because our fridge doesn't have an ice maker, and the trays were taking up lots of room in the freezer. Stands on the floor but doesn't take up much room. Now we will have plenty of ice on hand - especially in the summer for ourselves and our guests!"
7801,"I'm looking for brushes that are great for untangling curly hair, whether it's wet or dry. I need something that works well specifically on super curly hair.",B08MF3W9DZ,AF5UE3BGZO7ENQPNNZ3Y6CDIUQLA,5,Great brushes  for curly hair Love these brushes for my girls who have super curly hair that’s very hard to untangle. Works great on wet or  dry Hair
8026,"I need a dress that is versatile and can be dressed up or down. It should also be affordable and of good quality. Since I am shorter, I would like to be able to hem it if necessary. Overall, it should be cute and comfortable to wear.",B09WXVQYVP,AHXEEBDS7W6SVUYCYYFYI6OHR3QQ,5,"Can be dressed up or dressed down! For the price, you can't find a better dress anywhere. I am on the shorter side, so I hemmed it up a few inches and it's the cutest and most comfortable thing in my wardrobe!"
8058,"I am looking for a lovely set that includes a hat with a warm liner inside and a scarf that is long and of good width. I want it to be warm and lively, and it would be great if it can be a good gift as well. I need a good product.",B0BMLFBB14,AGI6C7A2P56FC4MI4ORO52MQ4FFA,5,Lovely set! Warm and lively set! The hat has a warm liner inside! The scarf is quite long and of good width! I really like the set which can be a good gift too! A good product!
8245,I need to find an icemaker that can keep up with constant demands and won't require me to buy a countertop one. I also want something that is easy to replace and comes with a cable connector and heat shrink.,B084JPFKGS,AFVUVU4C7CSBGROEMIHWYBBZQWPQ,5,"I finally have ICE!!! My grandchidren wouldn't leave quit getting ice when they lived with me, with their mother.  When they lived here the ice maker would not, COULD NOT, keep up with the demands of their constant abuse on it.  I had to buy a countertop icemaker that took up too much room. That thing died in 9 months and caused me to have to go through customer support to get a new one.  They went so far as to have me take a picture of the cable, me cutting the cable, and the icemaker w/o the cable.  WOW!!! I didn't realize how easy it would be to replace this thing in my refrigerator. I watched videos online and found it to be relatively simple.  Thank you Bing! (haha).  The biggest 'pain' was I had to cut one of the cables to attach it to this new icemaker.  The kit comes with a cable connector that you crimp, and a heat shrink to put around it. (Gotta make sure the heat shrink is on before crimping the connector)."
8485,"I need to replace a part on my Amana dishwasher that I bought from Lowe's. Unfortunately, Lowe's doesn't have it in stock. I went on Amazon and searched for the product number, and luckily found it. Now I can get my dishwasher back to working order in just 2 days.",B08HRP8B6C,AGUWJXFFQJTXW4QTX6FWWXXIGSCA,5,"Works with amana dishwasher! We needed to replace this part on our amana dishwasher that we got from Lowe’s. Guess what… Lowe’s didn’t have it. I went on Amazon and typed in the product number, 2 days later I’m back in business."
8813,"I want to buy a pretty hat that I love. However, I have a complaint about the rhinestone band being slightly off center and glued down, which prevents me from fixing it.",B00JT1OQL0,AGI67IT3IJOMDABRBL2SUVSD7ZKQ,5,Love it! Such a pretty hat! Only complaint is the rhinestone band is slightly off center and is glued down so I can’t fix it
8814,I need unbleached [product]. Thank you so much for offering them. I'm really happy with my purchase and will definitely get more once I run out of the ones I currently have.,B09Z62CGBN,AHVCOO7PBWVMHRIRZZ3SJBVRES6A,5,So happy their unbleached Thank you for these 💜 I will definitely order more once the ones I purchased are gone 😊
9120,I am looking for a vent hose that extends and retracts on its own. It would be great if I don't have to manually adjust the length when using it with my dryer. I want something that can make my dryer more efficient and improve its heating efficiency. Highly recommend this product.,B09MVFPG4D,AE3SJN52JNUFCP7GLZSEQ3VNTE2A,5,Extends and Retracts on its own! Best feature of this vent hose is it extends and retracts on its own. I had to pull out dryer like most to work on the machine. When pulling dryer out it extends and after done and pushing it back the vent hose retracts on its own keeping the extended length short therefore making thre dryer more efficent. Noticed a huge difference in heating efficency of the dryer. Highly recommend!
9173,I need a product that is great for placing under a washing machine. I want to make sure it will make it easier to move furniture by adding a small strip of felt for legs.,B07PLSGXY7,AHHTT7N3JGVL47RPKMPDFQ2J2RYQ,5,Great for under washing machine Great product!  We added a  small strip of felt for legs on furniture to make it easier to move in place.
9191,I need to find cheap plastic parts to fix my washer. It has been working fine for 2 months now after I used them.,B092V3N26N,AHC7PHKLCEH5K4YAMDEUICWHM2PQ,5,"Got my washer to work again. These are cheap plastic parts, but it did a swell job of getting my clothes washed. After 2weeks of laundry build up, I probably should have just went to the plumbing store instead of ordering from Amazon. Did fix the problem though (been working good now for 2 months)!"
9225,I want to buy something really cute as part of a Valentine's Day gift for my wife who wears it in the hospital.,B088K6Y2WG,AE2W4G4L5IQBCC2GUA527RXBCUWA,5,Really cute Bought it for my wife who wears them in the hospital.. part of a Valentines days gift.. she loved it
9427,I need something cute and functional that does what I need it to do. The magnet should be strong and it should be a high-quality product. I would appreciate recommendations.,B0C94VM8NS,AHPTYHHGKZ4YSX4DTDFUCNX4GSWQ,5,Cute & functional Does what I need it to do. Magnet is strong. High quality product. Would recommend.
9455,I need something that can help me lock the fridge to prevent my kid from stealing snacks.,B0B47KJH4D,AGHPR36PKXU23WVUY27RU6GDM4NQ,5,Perfect for our kid This works perfect for our munchkin. She is a Munich’s snack burglar. This item helped us lock the fridge.
9671,I need a gap cover that is easy to place and cut. It should be clear and compatible with my white stove. I would prefer a slightly thinner design to avoid any spills or accidents with cups or glasses next to it.,B08FCKRF74,AH2TNNMKUNOQUXGSKJKWPDTBNUSQ,5,"Works perfectly, easy to place and cut I like this gap cover fine.  It's clear on my white stove so that's good.  It could be slightly thinner depth wise; becareful setting a cup/glass next to or on it, that they do't spill or fall"
9676,I need a specific part for my Maytag dryer that will fix the drying issue. The installation process should be simple and straightforward.,B0BWCTGXFT,AE54HGE72U7DCE5STFCFU5EHVU2Q,5,"My dryer is drying again This is exactly the part that was needed for my Maytag dryer.  The installation was easy, it took longer to take the back of the dryer off then put on."
9851,I am looking for comfortable shirts that have a Y-back fit. I want them to help keep me dry and I need size L.,B09H6MXJ71,AEQTFYW7CQFKGBWAFJI6M7DB4W3Q,5,Comfortable Thought these shirts were supposed to be the Y-back fit as stated in the description. Instead they fit the same as the 3-pk runners type I ordered about a week or so before. Still happy with these. I received three different colors anyhow from the previous set and they fit perfectly. I am about 5’ 4”  and weigh about 160 lbs. I ordered Size L. Very comfortable and help keep you dry.
9943,"I need a fan with better suction. It should be easy to use and arrive without any damage. I want it to look nice when installed. I also prefer a fan motor with a higher CFM. It should be easy to replace and install, requiring only the removal and replacement of 4 screws and 3 wires.",B0BSV3RK3X,AFSSZA7VDYWWEPYN64BFTQGYPO6Q,5,The fan needs better suction Easy to use arrived without any damage looks super nice installed just wish they used a fan motor with a higher cfm needs better suction i just wanted a black overhead ill get i better fan very easy to replace it and its very easy to install this appliance remove and replace 4 screws and a 3 wires a kindergartener could do it
10367,I need a product that can make clean up in the kitchen easy. It should be of great quality and inexpensive.,B07CYNWTXK,AGFYH7F3GI22B4PYS2SHUSWS7V3Q,5,Kitchen game changer Love this product. Makes clean up so easy. I don't know how I lived without them. Great quality and so inexpensive.
10511,I need socks that fit perfectly and stay up over the calf. These will definitely become my go-to socks.,B08CCZK3FS,AF4VGVSIXJQJS6KTQBJLN6TUDP7A,5,Perfect fit to what I want! I think these will become my go to socks from now on as the are perfect in fit and that they stay up over the calf.
10685,I need to find a replacement for my Samsung refrigerator water filter. It should be easy to install and reasonably priced.,B01CA34OZG,AFLMXPRJEZPKTYI2RTG2CUQBIP6Q,5,Exactly what I needed I order these to replace in my Samsung refrigerator when my water filter light came on. Easy to install and a good price.
10843,I want to find a product that I can use for the first time and it will become my favorite. I want it to have a great smell that lasts all day. I don't want any complaints about it.,B09TT8ZVPN,AHVOCPCVHDRUYR6TITVID6QQWQDA,5,"Love it Is my first time using it, now is going to be my favorite, smell is great and last all day, no complains about anything."
10987,I need a filter that works well on an LG LRFWS2906V refrigerator. I want to make sure it aligns correctly with the notches and doesn't have any chemical taste. It's important to run about 5 gallons of water through it before drinking. I also need instructions on how to remove the old filter correctly to avoid misaligning the notches.,B07L8GFMSP,AEV72YJN2QANEKC4XB73T6UXOWHQ,5,Works great on LG LRFWS2906V! I was worried about this not working on my new LG refrigerator especially since I've read it's difficult to align the notches correctly with even the name brand LG filters but this brand works great and no chemical taste. Just make sure you run about 5 gallons of water out before you drink any. You should do this with any new filter anyway.<br /><br />Make sure you remove the old filter correctly so you don't misalign the notches.
12134,"I need a washing machine that works really well and is compact, like a beast.",B0CC9G6H6S,AF2VMOZNUSO4YQS45NPLKFNXPAFA,5,"It works really well... This thing works like a beast. Imagine your lawnmower, but instead it's a compact washing machine."
12713,"I am looking for a coffee pod holder that is well designed, slanted to prevent the pods from falling out, and easy to remove the pods.",B00J3YHZLG,AGPH7OIR4COYT22QWZC6KGL3VXEQ,5,This is a very well designed coffee pods holder This coffee pod holder is slanted so pods do not fall out. Well made and easy to remove coffee pofs
12730,I need to find a cheaper replacement for a broken utensil basket in my KitchenAid dishwasher.,B08RRRGHYK,AHTR7IOXCAG32I7QEFNUYPO4OZRA,5,Replaced broken utensil basket Needed to replace a broken utensils basket in a KitchenAid dishwasher. This was 1/2 the price of the Kitchenaid one.
12791,I need a replacement cover for my Coleman camper because mine went missing during my camping trip. It needs to be a perfect fit for my camper.,B00BFU5HLQ,AHE5DPIL3FC2XEHLHXP2GITZZ2JA,5,"Perfect fit on my Coleman camper I went camping a few months ago and when I got to the campsite I noticed my cover was missing, I’m glad I found this replacement."
